134	-7.329525	9.525759
135	-7.036917	9.255995
136	-7.942976	9.508245
137	-5.924879	5.872124
138	-6.020944	6.013225
139	-5.900705	6.291553
140	-6.246480	6.173249
141	-5.954574	6.447110
142	-5.620666	6.279958
143	-5.465715	6.442563
144	-6.439960	6.914402
145	-6.593350	6.803121
146	-6.868204	6.847144
147	-6.689813	6.998953
148	-6.234244	7.109681
149	-6.248125	6.716154
150	-6.607035	6.419355
151	-6.286847	6.492885
152	-6.493940	6.639638
153	-6.859862	6.521636
154	-6.511205	7.506542
155	-6.832057	7.529964
156	-6.903879	7.207536
157	-8.406591	6.499877
158	-7.185864	6.487173
159	-7.375065	6.012926
160	-8.017432	6.587344
161	-8.517804	6.510572
162	-8.432213	6.589037
163	-8.300833	6.486541
164	-7.190068	6.880202
165	-7.391132	6.723418
166	-7.106862	6.700423
167	-3.493922	6.664720
168	-3.247010	7.140284
169	-3.314225	6.673956
170	-4.474721	6.349143
171	-4.330981	6.436791
172	-4.215866	6.706639
173	-4.740074	6.765964
174	-3.911093	7.093113
175	-4.428258	7.010485
176	-3.706524	7.325061
177	-3.794398	7.521328
178	-4.348232	7.554560
179	-3.998962	7.748090
180	-4.251381	7.742958
181	-4.645248	7.294736
182	-5.251963	5.855107
183	-5.283333	5.542426
184	-5.252395	5.302369
185	-5.640117	5.324263
186	-5.231252	6.136609
187	-5.657858	5.837364
188	-5.876765	5.667795
189	-5.646757	6.101505
190	-3.281498	5.460473
191	-3.176211	5.703017
192	-3.526649	5.353724
193	-3.162765	5.995201
194	-2.960406	5.454036
195	-3.182704	5.197232
196	-2.886163	5.229328
197	-3.322690	5.270399
198	-3.768528	5.238152
199	-6.735694	8.845928
200	-6.617047	8.052000
201	-6.447620	8.211287
202	-6.957015	7.926330
203	-6.389606	7.904465
204	-6.934305	8.319946
205	-6.559708	8.529738
206	-7.031989	8.765110
207	-5.839227	7.852054
208	-6.159417	8.434637
209	-5.682539	8.207216
210	-6.062438	7.804191
211	-6.336081	8.834934
212	-2.814230	8.038299
213	-2.956078	7.955914
214	-3.085381	8.076264
215	-3.332398	8.175572
216	-3.085807	8.390748
217	-2.702508	8.430454
218	-3.733849	8.097782
219	-3.261930	9.747313
220	-3.371306	9.152394
221	-3.803905	9.748247
222	-3.559124	8.485728
223	-3.337320	7.514109
224	-3.589324	7.744112
225	-3.164144	7.277776
226	-3.054466	7.506552
227	-2.968563	7.718578
228	-3.209595	7.831601
229	-6.110841	8.059679
230	-5.848481	8.459074
231	-3.375685	5.163316
232	-4.202967	7.299683
233	-3.925581	6.769287
234	-4.611954	6.456701
235	-3.325625	6.095182
236	-7.464631	6.892702
237	-7.618685	6.482504
238	-7.844539	10.053335
239	-8.086464	9.577165
240	-7.713328	9.632629
241	-7.582452	8.674356
242	-7.556615	8.252904
243	-7.845864	8.191770
244	-8.069580	8.349665
245	-5.520300	9.417354
246	-5.767401	9.231673
247	-7.788882	6.950375
248	-7.555423	7.785384
249	-4.804022	7.449470
250	-4.968035	6.544904
251	-4.856789	6.347227
252	-5.225980	8.692048
253	-5.150988	8.095430
254	-5.861952	7.500366
255	-4.248280	5.807725
