antenna_lon	antenna_lat	weight
-5.027187	7.651894	4.807354922057604
-6.613363	4.736188	2.584962500721156
-4.028446	5.330621	4.807354922057604
-4.015731	5.357661	6.129283016944967
-3.983911	5.381465	4.392317422778761
-4.397612	6.243561	0.0
-4.02162	5.419177	5.584962500721157
-4.091533	5.354696	2.0
-4.088099	5.307023	5.247927513443585
-6.681608	7.954907	3.5849625007211565
-4.073932	5.355972	4.643856189774724
-4.014943	5.323478	4.459431618637297
-5.076243	5.703332	1.5849625007211563
-3.204733	7.143858	5.247927513443585
-5.060519	7.705747	5.672425341971496
-4.024601	5.363671	2.584962500721156
-4.010922	5.399818	5.906890595608519
-6.44185	6.871595	5.0
-3.935408	5.363574	6.189824558880018
-3.92971	5.391959	4.459431618637297
-4.110586	5.330667	6.189824558880018
-3.999674	5.423816	5.7279204545632
-4.000748	5.374202	6.169925001442312
-4.01714	5.321476	4.392317422778761
-4.004406	5.340151	5.426264754702098
-4.013611	5.438612	6.523561956057013
-4.01369	5.438639	3.4594316186372978
-3.967119	5.299439	6.700439718141092
-4.064482	5.337499	5.357552004618084
-6.629436	4.745129	5.554588851677638
-5.215331	6.761555	3.5849625007211565
-4.088608	5.389323	1.5849625007211563
-4.665621	5.322357	1.5849625007211563
-3.957371	5.358006	5.426264754702098
-6.490724	6.392517	1.5849625007211563
-4.323761	5.340854	0.0
-4.012045	5.310706	5.7279204545632
-4.375537	5.318976	5.930737337562887
-6.813001	5.114723	1.5849625007211563
-6.320198	6.54833	1.0
-5.466395	5.673988	1.5849625007211563
-6.065527	5.256029	1.5849625007211563
-4.045457	5.340968	5.129283016944966
-6.450498	6.886308	6.930737337562887
-3.153331	7.049857	2.584962500721156
-8.152263	7.259263	5.129283016944966
-6.841279	7.133519	0.0
-3.965796	7.055639	6.066089190457772
-5.031067	7.715351	5.643856189774724
-5.824194	5.099781	2.321928094887362
-5.741224	6.994209	6.539158811108032
-4.044116	5.308768	5.0
-6.649482	4.725307	4.321928094887363
-5.928215	6.108661	4.643856189774724
-4.019221	5.320609	3.0
-5.195365	7.75733	2.321928094887362
-3.981818	5.393693	5.20945336562895
-5.358733	5.827758	6.409390936137703
-3.327757	6.223788	2.807354922057604
-3.335695	6.572469	1.0
-4.581687	6.776808	0.0
-6.04054	6.786449	2.584962500721156
-6.19312	8.740131	0.0
-3.333382	5.400626	3.5849625007211565
-4.0264	5.341349	5.426264754702098
-4.017303	5.446589	5.554588851677638
-4.963677	7.095189	1.5849625007211563
-5.333982	6.022745	1.0
-5.579036	6.290311	2.321928094887362
-4.410055	6.495486	1.0
-6.276296	6.290551	1.0
-4.705146	6.647368	5.20945336562895
-3.597292	5.2825	5.392317422778761
-3.763411	5.652925	2.321928094887362
-3.489765	6.739238	6.491853096329675
-5.28663	6.799785	4.321928094887363
-5.365853	5.835745	6.9188632372745955
-6.167662	6.904209	0.0
-3.649513	6.151548	2.584962500721156
-6.644531	4.761053	5.321928094887363
-5.079317	7.536351	3.0
-5.110817	6.476978	2.0
-6.593956	5.775369	5.807354922057605
-3.978407	5.402154	7.7414669864011465
-5.05917	5.758322	1.0
-6.891037	5.640617	2.584962500721156
-3.994207	5.396479	6.321928094887362
-7.307506	5.379847	0.0
-6.820336	5.207025	0.0
-7.558489	7.407572	5.882643049361842
-5.615294	6.998964	4.392317422778761
-4.025588	5.32152	4.169925001442312
-5.325081	5.279491	0.0
-5.549091	6.416902	3.0
-6.558591	8.109144	1.5849625007211563
-7.335697	6.736038	4.906890595608519
-3.444847	7.102875	1.5849625007211563
-3.349588	6.364953	2.0
-3.108281	5.156429	1.5849625007211563
-2.946871	5.196997	2.584962500721156
-3.907973	5.249202	6.189824558880018
-3.036088	5.287374	0.0
-4.517431	5.687066	1.0
-4.024204	5.438757	6.6582114827517955
-3.978126	5.37435	4.08746284125034
-3.99866	5.3584	5.0
-5.009199	7.70456	4.906890595608519
-5.243575	6.865502	4.754887502163469
-5.376729	6.243589	1.0
-6.433916	6.865056	5.247927513443585
-4.20603	5.977015	5.426264754702098
-4.055642	5.476997	4.807354922057604
-4.029536	5.446151	6.044394119358453
-3.978754	7.887024	0.0
-3.947516	5.310266	6.94251450533924
-4.02693	5.433253	7.022367813028454
-6.663211	4.982726	2.0
-4.018204	5.327251	1.5849625007211563
-7.40235	6.802779	1.5849625007211563
-5.173229	9.57733	3.5849625007211565
-4.991186	7.718325	5.044394119358453
-6.639379	4.803877	2.807354922057604
-4.073191	5.348648	3.3219280948873626
-3.093567	8.522855	1.5849625007211563
-3.954244	5.346763	4.857980995127573
-5.260561	6.788305	5.285402218862249
-4.006901	5.394319	5.954196310386876
-4.039175	5.321305	5.285402218862249
-2.960267	5.143338	1.0
-4.020374	5.347431	5.700439718141093
-5.596074	5.114361	1.0
-3.971989	5.311081	5.491853096329675
-5.136517	8.232868	1.5849625007211563
-5.075063	7.667443	5.554588851677638
-5.374074	6.289009	2.321928094887362
-6.398958	6.38666	2.807354922057604
-6.556242	5.014968	1.5849625007211563
-6.469458	7.057719	1.0
-5.94227	6.130722	6.569855608330948
-5.956072	6.13905	5.882643049361842
-6.744566	5.040396	1.0
-6.308456	5.995786	2.584962500721156
-3.948415	5.291229	4.754887502163469
-5.811856	6.968019	2.807354922057604
-4.020596	5.35227	4.857980995127573
-6.420293	5.996544	2.584962500721156
-6.353718	5.748795	1.0
-7.533047	7.408513	2.584962500721156
-7.13925	6.460956	1.5849625007211563
-4.039971	5.441761	5.129283016944966
-6.585684	6.777569	1.0
-6.943101	4.645024	1.0
-5.011565	5.259537	1.0
-3.936097	5.373825	5.832890014164742
-4.098191	5.361681	2.0
-8.2558	6.848719	1.0
-7.488701	6.202634	4.169925001442312
-6.695674	5.200523	2.321928094887362
-6.920581	6.095993	3.4594316186372978
-5.788878	5.16862	1.0
-6.125097	5.901717	0.0
-6.658015	5.693805	2.0
-6.562302	5.137364	3.8073549220576037
-6.588124	5.788395	5.7279204545632
-6.411278	5.891642	1.0
-6.244498	6.89773	3.1699250014423126
-5.933819	6.116618	5.700439718141093
-6.264471	5.656026	4.0
-6.644302	5.243337	2.0
-5.875734	7.468174	0.0
-5.871653	7.575051	3.1699250014423126
-3.982461	5.331994	4.392317422778761
-3.970137	5.330806	2.321928094887362
-4.44255	5.741749	1.0
-6.241554	6.910795	2.0
-5.056944	7.72555	6.129283016944967
-3.918318	5.242714	5.426264754702098
-4.065106	5.331971	5.357552004618084
-3.981615	6.97605	1.0
-5.096036	6.143526	1.5849625007211563
-6.257249	7.248938	1.0
-6.536738	7.516731	0.0
-5.173287	6.719836	3.4594316186372978
-7.416628	6.571898	3.1699250014423126
-7.410396	4.922147	0.0
-3.97072	6.02429	1.0
-3.767708	5.473576	2.584962500721156
-6.544046	6.120313	2.584962500721156
-4.011513	5.320095	3.9068905956085187
-6.903042	6.200876	3.1699250014423126
-5.498054	5.83572	1.0
-6.419613	5.050336	2.807354922057604
-3.951586	5.370134	5.754887502163469
-4.092211	5.349731	3.1699250014423126
-7.463198	6.899397	1.0
-6.942918	6.740812	2.0
-6.064595	5.687304	1.0
-6.202436	6.265889	3.3219280948873626
-7.104274	6.726616	1.0
-7.48858	6.54446	5.672425341971496
-6.177912	6.236273	2.321928094887362
-7.499575	6.548957	5.614709844115208
-5.240423	5.532858	0.0
-6.9618	4.691381	1.5849625007211563
-7.113375	4.743886	3.0
-5.026854	5.93634	1.0
-5.304716	6.195294	2.0
-3.973681	5.302463	6.375039431346925
-7.346521	6.745932	5.247927513443585
-7.352674	6.744438	4.0
-5.271294	9.602008	0.0
-6.462767	6.87289	7.05528243550119
-6.829481	6.557124	2.0
-7.412778	4.686023	0.0
-4.08068	5.271017	2.807354922057604
-3.741038	5.216546	6.727920454563199
-4.021495	5.325344	1.0
-3.861475	6.123827	4.0
-4.021516	5.337642	5.672425341971496
-3.997911	5.344791	5.554588851677638
-5.230336	6.884146	4.807354922057604
-3.979221	5.408609	6.375039431346925
-4.009713	5.34732	5.459431618637297
-4.810945	5.277572	2.0
-5.162949	6.02769	3.3219280948873626
-6.591126	6.486824	5.882643049361842
-6.574729	6.495825	5.20945336562895
-8.111105	6.921308	1.0
-4.000861	5.329992	3.8073549220576037
-4.410116	5.209258	1.5849625007211563
-4.093978	5.351223	0.0
-3.900311	5.242825	7.247927513443586
-6.638127	4.743548	6.129283016944967
-6.655096	4.750824	6.169925001442312
-7.702269	7.736758	0.0
-3.908197	5.368849	6.321928094887362
-4.048045	5.354356	3.9068905956085187
-5.35869	6.149017	1.0
-5.148806	6.84095	3.1699250014423126
-3.384673	5.300356	2.321928094887362
-3.970887	5.36474	6.285402218862249
-6.190153	10.362245	0.0
-3.922745	5.358844	6.475733430966398
-4.189861	6.645374	4.584962500721157
-6.223618	7.329344	0.0
-5.101735	8.150414	2.321928094887362
-5.004701	7.684258	5.0
-3.888342	6.387691	4.08746284125034
-6.657187	7.164719	1.0
-6.510922	6.83077	1.0
-3.988129	5.426968	5.700439718141093
-6.554129	5.397204	5.129283016944966
-4.632792	6.740119	1.5849625007211563
-3.925076	7.459637	1.0
-2.997322	5.565651	0.0
-6.538548	5.259052	2.584962500721156
-3.357625	5.486608	2.807354922057604
-5.9375	6.239034	2.321928094887362
-5.246719	6.551589	2.0
-5.276244	6.781851	5.491853096329675
-5.433118	9.308232	1.0
-5.361033	5.852308	5.930737337562887
-5.089482	7.4737	1.5849625007211563
-6.660906	6.022803	1.0
-5.610111	6.653255	2.321928094887362
-4.59598	9.170818	0.0
-6.103152	7.759529	0.0
-6.642806	6.178199	2.584962500721156
-5.630547	9.453492	6.794415866350106
-5.623402	9.420328	4.954196310386876
-5.02997	7.743987	5.129283016944966
-7.158029	4.640418	1.5849625007211563
-4.126935	6.695834	1.5849625007211563
-2.894074	5.508171	2.807354922057604
-3.493364	5.283255	1.0
-5.453556	6.601731	2.0
-4.681458	7.358088	2.807354922057604
-5.687914	5.843144	3.9068905956085187
-6.021667	6.617777	2.321928094887362
-7.215218	7.23114	2.0
-3.95544	5.296296	6.459431618637298
-5.826223	7.764632	2.0
-4.060124	5.318207	5.247927513443585
-4.722904	6.152263	0.0
-6.499812	5.791645	2.321928094887362
-5.198871	6.539346	0.0
-4.87138	6.332571	0.0
-4.398675	5.332066	4.700439718141093
-6.626656	5.420351	3.0
-3.211824	5.390026	3.0
-6.350181	5.142698	1.5849625007211563
-4.020949	5.357459	5.672425341971496
-2.799478	8.035303	3.4594316186372978
-6.450498	6.886308	6.459431618637298
-4.115737	5.323931	5.459431618637297
-5.705257	6.221361	2.321928094887362
-5.682307	5.8562	4.0
-5.20995	9.583722	2.807354922057604
-4.158974	5.9765	2.807354922057604
-2.981291	8.287601	2.321928094887362
-3.968235	7.064204	4.0
-3.45973	5.335762	2.584962500721156
-4.019145	5.360715	6.022367813028454
-3.970119	5.372886	6.894817763307944
-3.975797	5.418142	4.906890595608519
-6.319879	6.314036	2.0
-4.094236	5.334197	5.392317422778761
-7.54355	7.395898	4.906890595608519
-6.477021	5.915255	2.0
-6.362448	5.978142	2.0
-3.734598	5.20874	6.066089190457772
-6.602872	6.860205	3.1699250014423126
-6.839484	6.115042	3.4594316186372978
-7.559087	7.124531	0.0
-4.035639	5.314499	4.459431618637297
-4.09802	5.316675	6.6293566200796095
-5.277383	6.966191	1.5849625007211563
-4.986808	6.369647	2.0
-5.034828	7.092473	2.0
-4.464711	5.412637	1.5849625007211563
-5.218826	8.030003	1.0
-4.893759	6.574764	1.5849625007211563
-6.730638	6.525348	2.807354922057604
-6.780792	6.285883	2.321928094887362
-6.224953	7.087309	1.5849625007211563
-4.006083	5.402037	6.6582114827517955
-6.420821	5.668651	3.1699250014423126
-4.075773	5.381076	1.5849625007211563
-4.018453	5.384969	6.044394119358453
-3.026582	5.391941	2.0
-4.051984	5.347102	5.78135971352466
-5.201829	10.127418	0.0
-7.905283	7.192241	1.0
-3.976629	5.353939	6.0
-4.066507	5.361046	4.754887502163469
-7.549322	7.411446	6.39231742277876
-7.574889	7.372969	2.321928094887362
-7.607907	7.620342	0.0
-3.975456	5.363771	5.523561956057013
-6.188025	8.057509	2.584962500721156
-3.953466	5.302947	5.78135971352466
-3.405973	5.155959	1.0
-5.243342	6.822054	5.882643049361842
-4.098681	5.341738	5.977279923499917
-6.497682	5.021883	2.807354922057604
-6.397111	6.091424	1.5849625007211563
-4.350911	6.470088	3.5849625007211565
-4.232783	5.569379	0.0
-6.564359	5.399278	5.392317422778761
-3.986897	5.352943	5.20945336562895
-3.326068	5.187367	0.0
-3.745863	5.511044	2.584962500721156
-7.271463	4.539052	2.321928094887362
-4.089827	5.33062	6.442943495848729
-3.996917	5.338776	5.357552004618084
-3.948061	5.301857	6.845490050944376
-4.010331	5.433724	6.6582114827517955
-4.022785	5.348971	3.700439718141092
-4.022977	5.328233	0.0
-4.012956	5.322	0.0
-4.020806	5.330889	2.584962500721156
-4.016714	5.321921	1.5849625007211563
-4.088972	5.375542	1.0
-3.977307	5.299651	5.321928094887363
-4.054213	5.356424	5.20945336562895
-6.585165	6.474772	4.643856189774724
-4.025267	5.356514	4.523561956057013
-4.014643	5.365073	5.930737337562887
-4.0155	5.353386	5.285402218862249
-3.81531	6.198773	1.0
-3.909364	5.239959	3.9068905956085187
-5.046261	7.671804	6.6293566200796095
-5.649694	9.460815	4.321928094887363
-7.630437	7.458949	3.5849625007211565
-3.726429	5.228471	5.169925001442312
-8.160174	7.267459	5.285402218862249
-5.29597	6.847863	4.08746284125034
-4.709957	6.078331	1.0
-5.270035	6.807758	6.78135971352466
-3.631903	5.308506	1.5849625007211563
-4.025338	5.377405	5.930737337562887
-6.370024	4.905353	1.5849625007211563
-3.393341	6.251808	3.3219280948873626
-3.08964	5.373443	2.584962500721156
-3.989137	5.363434	6.614709844115209
-6.678872	4.762784	4.906890595608519
-6.607487	5.786158	5.491853096329675
-4.036388	5.347707	6.285402218862249
-4.748786	9.192303	0.0
-6.688809	6.374213	2.0
-4.057114	5.339667	7.294620748891627
-3.992448	5.436594	5.20945336562895
-5.596282	9.303588	2.584962500721156
-4.063565	5.445851	5.807354922057605
-4.769442	5.855244	2.0
-5.792845	6.863848	2.0
-5.13613	7.260168	2.321928094887362
-4.053941	5.317747	4.700439718141093
-4.39997	6.462498	3.4594316186372978
-5.466451	7.990722	0.0
-3.2737	6.655242	1.5849625007211563
-5.756228	5.695936	0.0
-3.27846	7.054153	2.321928094887362
-4.098707	5.321568	6.599912842187128
-7.445185	7.294163	1.0
-6.075724	9.575919	0.0
-3.994769	5.432752	5.129283016944966
-6.556094	5.408507	5.672425341971496
-2.909185	5.186481	1.5849625007211563
-4.019121	5.42385	6.857980995127572
-4.520345	5.4001	0.0
-5.056944	7.72555	4.459431618637297
-3.514883	6.721583	5.954196310386876
-4.830103	5.988323	2.0
-3.393465	5.377509	3.3219280948873626
-3.841183	5.579715	1.0
-5.253321	6.820784	7.442943495848729
-4.099694	5.3547	3.0
-4.051118	5.446725	6.643856189774725
-7.523694	9.529498	2.584962500721156
-5.036647	7.701393	5.643856189774724
-4.479133	5.973894	2.807354922057604
-4.049699	5.332281	5.930737337562887
-5.153277	5.890399	2.807354922057604
-3.738898	5.390224	1.0
-4.011606	5.32155	3.0
-5.702363	5.347602	2.584962500721156
-6.403703	5.768551	3.4594316186372978
-4.42395	5.402335	1.5849625007211563
-4.405386	5.742895	1.0
-4.111146	5.325874	6.6865005271832185
-6.455458	6.854143	3.4594316186372978
-3.508544	6.740343	6.714245517666122
-3.961623	5.344896	2.321928094887362
-6.283844	5.673284	3.700439718141092
-5.124405	9.956008	0.0
-4.04931	7.296272	0.0
-5.799253	6.041612	0.0
-5.417676	6.385409	6.303780748177103
-5.419338	6.403413	5.906890595608519
-6.590383	5.567304	2.807354922057604
-5.935957	6.305509	1.0
-4.01503	5.374694	6.209453365628951
-6.595686	5.940536	3.700439718141092
-5.804499	7.182681	3.0
-4.002239	5.353209	6.149747119504682
-4.794865	5.344656	2.0
-3.956748	5.378876	6.614709844115209
-7.301728	5.556538	1.0
-6.445289	6.903603	5.357552004618084
-6.183911	4.989307	1.0
-8.289353	6.579074	0.0
-6.795374	7.280781	1.5849625007211563
-3.998567	5.386569	6.266786540694902
-6.646964	5.610841	2.0
-6.729435	5.82371	2.321928094887362
-4.062846	5.345727	6.768184324776926
-7.348263	6.637013	1.5849625007211563
-4.011197	5.334394	3.700439718141092
-4.054454	5.452798	6.409390936137703
-4.346054	5.552062	1.5849625007211563
-4.525953	5.724252	0.0
-6.69892	5.391193	3.3219280948873626
-3.99475	5.327443	2.584962500721156
-4.004951	5.368954	6.523561956057013
-4.069498	5.346651	5.554588851677638
-3.990324	5.372785	6.08746284125034
-3.725257	5.19271	3.0
-3.970385	5.303291	5.78135971352466
-3.198878	5.483006	5.754887502163469
-6.627457	5.111013	1.0
-4.87866	7.430837	1.0
-5.275967	6.818977	7.507794640198696
-4.020102	5.315223	4.584962500721157
-4.020806	5.330888	4.169925001442312
-5.248607	6.847996	3.0
-3.979848	5.339804	4.169925001442312
-3.204099	5.46974	6.906890595608519
-3.977899	5.345458	7.044394119358453
-3.967674	5.384017	5.832890014164742
-4.023316	5.353329	5.554588851677638
-3.470933	6.720536	5.169925001442312
-4.32055	6.08949	1.0
-4.013449	5.307591	6.022367813028454
-4.371027	5.334358	5.554588851677638
-4.072201	5.356907	4.700439718141093
-4.000592	5.411181	6.044394119358453
-4.012103	5.409001	4.906890595608519
-4.047327	5.330121	5.832890014164742
-4.025898	5.414137	5.20945336562895
-6.91038	5.965207	2.584962500721156
-3.973996	5.396387	6.475733430966398
-5.923428	5.287617	0.0
-4.074105	5.330317	4.247927513443585
-6.221344	5.053563	1.5849625007211563
-6.271604	6.492347	4.247927513443585
-5.703699	6.46048	3.0
-5.284679	7.451474	0.0
-5.268273	7.030907	2.584962500721156
-4.005636	5.414592	6.426264754702098
-6.622706	4.74054	5.357552004618084
-5.808033	6.648569	2.0
-7.802993	7.271131	1.0
-3.136051	5.393767	2.0
-4.044807	5.32148	5.832890014164742
-3.316707	6.124379	2.807354922057604
-2.982229	8.148595	3.1699250014423126
-4.063759	5.346845	5.20945336562895
-6.797353	5.824882	2.807354922057604
-4.282499	5.214623	0.0
-6.084862	4.974524	2.584962500721156
-4.016019	5.308711	4.906890595608519
-4.031563	5.338566	5.807354922057605
-6.303949	7.022033	1.0
-6.670667	7.965074	2.584962500721156
-5.022029	7.727629	5.0
-6.715318	7.427203	0.0
-6.858007	6.626425	1.0
-6.698068	5.532563	2.0
-5.297313	6.889354	3.9068905956085187
-7.150399	7.640225	1.0
-4.055803	5.489903	5.78135971352466
-4.069111	5.351727	3.4594316186372978
-6.651274	4.778034	5.357552004618084
-5.720149	8.137478	0.0
-4.054094	5.471627	3.4594316186372978
-4.080665	5.323305	6.820178962415189
-6.202082	9.546601	0.0
-4.021144	5.305735	3.5849625007211565
-6.522415	7.293005	1.5849625007211563
-3.980657	5.36154	5.247927513443585
-4.554739	5.661731	0.0
-5.399283	9.615114	1.0
-5.909124	6.627758	5.459431618637297
-4.931111	6.070418	1.5849625007211563
-3.974381	5.408791	2.321928094887362
-6.038795	5.308711	2.321928094887362
-4.079025	5.353319	5.0
-6.023974	8.412343	1.0
-4.026684	5.328545	4.906890595608519
-3.999637	5.371768	7.257387842692652
-3.998696	5.348125	6.189824558880018
-6.442098	6.856231	5.044394119358453
-7.080512	4.674656	3.1699250014423126
-4.02345	5.328242	3.1699250014423126
-2.753803	7.996683	0.0
-4.701064	6.642362	5.247927513443585
-3.958797	5.326502	5.357552004618084
-3.977956	5.390427	5.285402218862249
-5.921794	6.610487	5.169925001442312
-3.186495	6.087522	1.5849625007211563
-4.226197	5.32006	2.321928094887362
-4.181172	5.338324	1.5849625007211563
-5.273617	6.793558	5.491853096329675
-4.064887	5.35407	5.754887502163469
-6.819456	5.760641	5.20945336562895
-6.615019	5.77325	6.247927513443586
-4.075927	5.373855	3.0
-4.012899	5.443486	5.614709844115208
-3.989324	5.394109	5.584962500721157
-4.07382	5.342848	7.569855608330948
-5.74737	6.977082	6.491853096329675
-3.976474	5.308242	6.129283016944967
-3.912997	5.24845	6.409390936137703
-4.08849	5.333922	6.954196310386876
